uniprot	swissprot	drug_name	act_value	act_type	action_type	source_name	reference	smiles	ChEMBL_Id
P40763	STAT3_HUMAN	digitoxin	6.150000095367432	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL254219	[H][C@@]1(C[C@H](O)[C@H](O[C@@]2([H])C[C@H](O)[C@H](O[C@@]3([H])C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1	CHEMBL254219
P05177	CP1A2_HUMAN	tannic acid	6.039999961853027	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL506247		CHEMBL506247
P33261	CP2CJ_HUMAN	bicalutamide	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL409	CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F	CHEMBL409
Q15822	ACHA2_HUMAN	mecamylamine	5.510000228881836	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL267936	[H]C12CCC([H])(C1)C(C)(NC)C2(C)C	CHEMBL267936
P01583	IL1A_HUMAN	rilonacept	11.853872299194336	Kd	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/125249lbl.pdf		CHEMBL1201830
P18510	IL1RA_HUMAN	rilonacept	11.214670181274414	Kd	INHIBITOR	DRUG LABEL	http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/125249lbl.pdf		CHEMBL1201830
P15328	FOLR1_HUMAN	methotrexate	6.940000057220459	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL426	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL426
P05981	HEPS_HUMAN	dabigatran etexilate	6.079999923706055	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL48361	CCCCCCOC(=O)NC(=N)C1=CC=C(NCC2=NC3=CC(=CC=C3N2C)C(=O)N(CCC(=O)OCC)C2=NC=CC=C2)C=C1	CHEMBL48361
P41440	S19A1_HUMAN	pemetrexed	6.860000133514404	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225072	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1	CHEMBL225072
P41440	S19A1_HUMAN	raltitrexed	8.199999809265137	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225071	CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL225071
O43194	GPR39_HUMAN	zinc chloride	8.4399995803833	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200679		CHEMBL1200679
P14410	SUIS_HUMAN	migalastat	6.590000152587891	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL110458	OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O	CHEMBL110458
P68106	FKB1B_HUMAN	sirolimus	9.699999809265137	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL413	[H][C@@](C)(C[C@]1([H])CC[C@@]([H])(O)[C@@]([H])(C1)OC)[C@]1([H])CC(=O)[C@]([H])(C)\C=C(C)\[C@@]([H])(O)[C@@]([H])(OC)C(=O)[C@]([H])(C)C[C@]([H])(C)\C=C\C=C\C=C(C)\[C@]([H])(C[C@]2([H])CC[C@@]([H])(C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@@]2([H])C(=O)O1)OC	CHEMBL413
P68106	FKB1B_HUMAN	tacrolimus	9.399999618530273	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL269732	[H][C@]12O[C@](O)([C@H](C)C[C@@H]1OC)C(=O)C(=O)N1CCCC[C@@]1([H])C(=O)O[C@@H]([C@@H](C)[C@@H](O)CC(=O)[C@H](CC=C)\C=C(C)\C[C@H](C)C[C@@H]2OC)C(\C)=C\[C@@H]1CC[C@@H](O)[C@@H](C1)OC	CHEMBL269732
O60218	AK1BA_HUMAN	flufenamic acid	6.119999885559082	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL23588	OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1	CHEMBL23588
Q96NT5	PCFT_HUMAN	methotrexate	6.920000076293945	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL426	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL426
Q96NT5	PCFT_HUMAN	raltitrexed	7.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225071	CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL225071
Q99873	ANM1_HUMAN	eosin	6.0	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL408917	OC1=C(Br)C2=C(C=C1Br)C1(OC(=O)C3=C1C=CC=C3)C1=CC(Br)=C(O)C(Br)=C1O2	CHEMBL408917
P14207	FOLR2_HUMAN	methotrexate	6.96999979019165	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL426	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL426
P14207	FOLR2_HUMAN	pemetrexed	7.21999979019165	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225072	NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N1	CHEMBL225072
P14207	FOLR2_HUMAN	raltitrexed	7.659999847412109	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL225071	CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CHEMBL225071
Q9Y5Y6	ST14_HUMAN	nafamostat	10.699999809265137	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL273264	NC(=N)NC1=CC=C(C=C1)C(=O)OC1=CC=C2C=C(C=CC2=C1)C(N)=N	CHEMBL273264
O95342	ABCBB_HUMAN	ciclosporin	6.300000190734863	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL160	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
O95342	ABCBB_HUMAN	pioglitazone	6.519999980926514	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL595	CCC1=CC=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C1	CHEMBL595
P21917	DRD4_HUMAN	haloperidol decanoate	8.239999771118164	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200986	CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1	CHEMBL1200986
P02753	RET4_HUMAN	vitamin A palmitate	6.74	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL986	CCCCCCCCCCCCCCCC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C	CHEMBL986
P08185	CBG_HUMAN	progesterone	7.38	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL103	[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL103
P08185	CBG_HUMAN	hydroxyprogesterone caproate	7.74	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1062	[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL1062
P08185	CBG_HUMAN	hydrocortisone acetate	7.55	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1091	[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL1091
P08185	CBG_HUMAN	cortisone acetate	6.89	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL111861	[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL111861
P08185	CBG_HUMAN	prednisolone	7.51	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL131	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	CHEMBL131
P08185	CBG_HUMAN	desoxycortone	7.65	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1498	[H][C@@]12CC[C@H](C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL1498
P08185	CBG_HUMAN	aldosterone	6.28	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL273453	[H][C@@]12CC[C@H](C(=O)CO)[C@]1(C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C)C=O	CHEMBL273453
P08185	CBG_HUMAN	testosterone	6.72	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL386630	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	CHEMBL386630
P08185	CBG_HUMAN	nandrolone	6.14	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL757	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	CHEMBL757
P05067	A4_HUMAN	Florbetapir F-18	8.54	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL578378	CNC1=CC=C(\C=C\C2=CN=C(OCCOCCOCC[18F])C=C2)C=C1	CHEMBL578378
P05067	A4_HUMAN	methylthioninium chloride	6.26	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL191083	CN(C)C1=CC2=[S+]C3=CC(=CC=C3N=C2C=C1)N(C)C	CHEMBL191083
P05067	A4_HUMAN	florbetaben F18	8.65	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL566752	CNC1=CC=C(\C=C\C2=CC=C(OCCOCCOCC[18F])C=C2)C=C1	CHEMBL566752
P05362	ICAM1_HUMAN	lifitegrast	8.53	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2048028	[H][C@@](CC1=CC(=CC=C1)S(C)(=O)=O)(NC(=O)C1=C(Cl)C=C2CN(CCC2=C1Cl)C(=O)C1=CC=C2C=COC2=C1)C(O)=O	CHEMBL2048028
P07099	HYEP_HUMAN	triclocarban	6.92	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1076347	ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1	CHEMBL1076347
P10398	ARAF_HUMAN	dabrafenib	7.59	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL2028663	CC(C)(C)C1=NC(=C(S1)C1=NC(N)=NC=C1)C1=C(F)C(NS(=O)(=O)C2=C(F)C=CC=C2F)=CC=C1	CHEMBL2028663
P27361	MK03_HUMAN	sorafenib	7.74	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1336	CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1	CHEMBL1336
P42892	ECE1_HUMAN	racecadotril	8.1	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL10247	CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1	CHEMBL10247
P78536	ADA17_HUMAN	prednisolone	7.83	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL131	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	CHEMBL131
Q8TDU6	GPBAR_HUMAN	obeticholic acid	7.0	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL566315	[H][C@@](C)(CCC(O)=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])[C@H](O)[C@]([H])(CC)[C@]4([H])C[C@]([H])(O)CC[C@]4(C)[C@@]3([H])CC[C@]12C	CHEMBL566315
Q9Y6L6	SO1B1_HUMAN	ciclosporin	7.29	Ki	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1024	[H][C@]1(NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C(=O)[C@H](CC)NC(=O)[C@]([H])([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C1=O)C(C)C	CHEMBL160
O94956	SO2B1_HUMAN	erlotinib	6.28	Ki	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=4920	COCCOC1=CC2=C(C=C1OCCOC)C(NC1=CC=CC(=C1)C#C)=NC=N2	CHEMBL553
Q6UVM3	KCNT2_HUMAN	flufenamic acid	8.85	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2447	OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1	CHEMBL23588
Q5JUK3	KCNT1_HUMAN	loxapine	5.36	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=205	CN1CCN(CC1)C1=NC2=C(OC3=CC=C(Cl)C=C13)C=CC=C2	CHEMBL831
Q6UVM3	KCNT2_HUMAN	niflumic acid	8.68	EC50	ACTIVATOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2439	OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)N=CC=C1	CHEMBL63323
O60840	CAC1F_HUMAN	nimodipine	6.0	IC50	GATING INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2523	COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C	CHEMBL1428
O60840	CAC1F_HUMAN	nitrendipine	6.0	IC50	GATING INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2334	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC	CHEMBL475534
P20813	CP2B6_HUMAN	ticlopidine	6.7	IC50	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7307	ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1	CHEMBL833
P29973	CNGA1_HUMAN	dequalinium	6.7	IC50	BLOCKER	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2313	CC1=[N+](CCCCCCCCCC[N+]2=C(C)C=C(N)C3=CC=CC=C23)C2=CC=CC=C2C(N)=C1	CHEMBL333826
P49336	CDK8_HUMAN	ponatinib	8.17	Kd	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5890	CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(C)C(=C3)C#CC3=CN=C4C=CC=NN34)C=C2C(F)(F)F)CC1	CHEMBL1171837
Q9BWU1	CDK19_HUMAN	ponatinib	7.92	Kd	INHIBITOR	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=5890	CN1CCN(CC2=CC=C(NC(=O)C3=CC=C(C)C(=C3)C#CC3=CN=C4C=CC=NN34)C=C2C(F)(F)F)CC1	CHEMBL1171837
P51451	BLK_HUMAN	ibrutinib	10.0	IC50	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/26641137	NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C	CHEMBL1873475
P09769	FGR_HUMAN	ibrutinib	8.481486	IC50	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/26641137	NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C	CHEMBL1873475
P42680	TEC_HUMAN	ibrutinib	8.154902	IC50	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/26641137	NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C	CHEMBL1873475
P42681	TXK_HUMAN	ibrutinib	8.69897	IC50	INHIBITOR	SCIENTIFIC LITERATURE	http://www.ncbi.nlm.nih.gov/pubmed/26641137	NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C	CHEMBL1873475
P50052	AGTR2_HUMAN	angiotensin II	10.2	Kd	AGONIST	IUPHAR	http://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2504	[H]N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	CHEMBL408403
P36544	ACHA7_HUMAN	cytisine	5.85	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL497939	[H][C@@]12CNC[C@@]([H])(C1)C1=CC=CC(=O)N1C2	CHEMBL497939
P15104	GLNA_HUMAN	prednisolone tebutate	7.5	EC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL131	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	CHEMBL131
O43193	MTLR_HUMAN	benzamycin	7.36	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL532		CHEMBL532
P08185	CBG_HUMAN	nandrolone decanoate	6.14	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL757	[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	CHEMBL757
P08185	CBG_HUMAN	prednisolone tebutate	7.51	Ki		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL131	[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	CHEMBL131
P0DMS8	AA3R_HUMAN	esatenolol	8.75	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL24	CC(C)NC[C@H](O)COC1=CC=C(CC(N)=O)C=C1	CHEMBL24
P04278	SHBG_HUMAN	nandrolone decanoate	6.3	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL757	[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	CHEMBL757
P04278	SHBG_HUMAN	norethindrone acetate	7.97	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1162	[H][C@@]12CC[C@@](OC(C)=O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	CHEMBL1162
P51817	PRKX_HUMAN	midostaurin	6.02	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
P27448	MARK3_HUMAN	midostaurin	7.68	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q13043	STK4_HUMAN	midostaurin	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q9UQM7	KCC2A_HUMAN	midostaurin	7.7	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
P80192	M3K9_HUMAN	midostaurin	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q16584	M3K11_HUMAN	midostaurin	7.77	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q16512	PKN1_HUMAN	midostaurin	8.03	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q16513	PKN2_HUMAN	midostaurin	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
O95271	TNKS1_HUMAN	niraparib	6.24	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1094636	[H][C@]1(CCCNC1)C1=CC=C(C=C1)N1C=C2C=CC=C(C(N)=O)C2=N1	CHEMBL1094636
Q9UKK3	PARP4_HUMAN	niraparib	6.48	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1094636	[H][C@]1(CCCNC1)C1=CC=C(C=C1)N1C=C2C=CC=C(C(N)=O)C2=N1	CHEMBL1094636
O43172	PRP4_HUMAN	midostaurin	7.26	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q9UHD2	TBK1_HUMAN	midostaurin	8.03	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q9H2K2	TNKS2_HUMAN	midostaurin	6.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q56UN5	M3K19_HUMAN	midostaurin	7.82	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL608533	[H][C@]12C[C@]([H])([C@@H](OC)[C@](C)(O1)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1	CHEMBL608533
Q9NY91	SC5A4_HUMAN	ertugliflozin	9.06	IC50		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1770248	CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@]23OC[C@](CO)(O2)[C@@H](O)[C@H](O)[C@H]3O)C=C1	CHEMBL1770248
O94804	STK10_HUMAN	neratinib	7.89	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL180022	CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C	CHEMBL180022
O00506	STK25_HUMAN	neratinib	7.92	Kd		CHEMBL	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL180022	CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(OCC4=CC=CC=N4)C(Cl)=C3)=C2C=C1NC(=O)\C=C\CN(C)C	CHEMBL180022
